SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.2963600590260698;16.792855623746664
117122;GreyMatter;0.3445339691633128;48.228622207149975
117122;Hippocampus;0.24377991564380835;31.336879231984796
117122;Thalamus;0.3753789700963227;46.57252408878007
117122;WhiteMatter;0.4469950935041988;33.12099032335839
117122-PP;Amygdala;0.2963600590260698;16.792855623746664
117122-PP;GreyMatter;0.3445339691633128;48.228622207149975
117122-PP;Hippocampus;0.24377991564380835;31.336879231984796
117122-PP;Thalamus;0.3753789700963227;46.57252408878007
117122-PP;WhiteMatter;0.4469950935041988;33.12099032335839
118528;Amygdala;0.26123046875;17.72004514666935
118528;GreyMatter;0.3545791711842323;47.885279575251516
118528;Hippocampus;0.25725368502715285;30.93541659651604
118528;Thalamus;0.3674508718516468;45.4972526643093
118528;WhiteMatter;0.45462349357164106;33.66006535941367
118528-PP;Amygdala;0.26123046875;17.72004514666935
118528-PP;GreyMatter;0.3545791711842323;47.885279575251516
118528-PP;Hippocampus;0.25725368502715285;30.93541659651604
118528-PP;Thalamus;0.3674508718516468;45.4972526643093
118528-PP;WhiteMatter;0.45462349357164106;33.66006535941367
118730;Amygdala;0.3447065940713854;15.905973720586866
118730;GreyMatter;0.3572941823049575;48.36320915737499
118730;Hippocampus;0.20147295887726396;31.464265445104548
118730;Thalamus;0.35533154473917583;44.98888751680797
118730;WhiteMatter;0.41731322792383146;32.95451410656816
118730-PP;Amygdala;0.3447065940713854;15.905973720586866
118730-PP;GreyMatter;0.3572941823049575;48.36320915737499
118730-PP;Hippocampus;0.20147295887726396;31.464265445104548
118730-PP;Thalamus;0.35533154473917583;44.98888751680797
118730-PP;WhiteMatter;0.41731322792383146;32.95451410656816
118932;Amygdala;0.3179165898900559;15.524174696260024
118932;GreyMatter;0.3583997840447739;48.27007354458868
118932;Hippocampus;0.2392407856985213;31.400636936215164
118932;Thalamus;0.387726608106771;43.81780460041329
118932;WhiteMatter;0.45543776693105553;33.015148038438355
118932-PP;Amygdala;0.3179165898900559;15.524174696260024
118932-PP;GreyMatter;0.3583997840447739;48.27007354458868
118932-PP;Hippocampus;0.2392407856985213;31.400636936215164
118932-PP;Thalamus;0.387726608106771;43.81780460041329
118932-PP;WhiteMatter;0.45543776693105553;33.015148038438355
120111;Amygdala;0.31290038201586834;14.52583904633395
120111;GreyMatter;0.337763376376328;47.44470465710583
120111;Hippocampus;0.24194847656805293;32.264531609803356
120111;Thalamus;0.35399429148943257;45.93473631142341
120111;WhiteMatter;0.48045687430465855;32.87856444554719
120111-PP;Amygdala;0.31290038201586834;14.52583904633395
120111-PP;GreyMatter;0.337763376376328;47.44470465710583
120111-PP;Hippocampus;0.24194847656805293;32.264531609803356
120111-PP;Thalamus;0.35399429148943257;45.93473631142341
120111-PP;WhiteMatter;0.48045687430465855;32.87856444554719
122317;Amygdala;0.3415223033741776;15.748015748023622
122317;GreyMatter;0.35365122437611146;49.13247398615299
122317;Hippocampus;0.20888297616567023;32.264531609803356
