SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.4368776100224864;68.27884006044626
117122;GreyMatter;0.7038883509868882;20.248456731316587
117122;Hippocampus;0.3814501885531529;57.18391382198319
117122;Thalamus;0.7261940349989652;60.11655346075655
117122;WhiteMatter;0.8147341312111173;17.72004514666935
117122-PP;Amygdala;0.4368776100224864;68.27884006044626
117122-PP;GreyMatter;0.7038883509868882;20.248456731316587
117122-PP;Hippocampus;0.3814501885531529;57.18391382198319
117122-PP;Thalamus;0.7261940349989652;60.11655346075655
117122-PP;WhiteMatter;0.8147341312111173;17.72004514666935
118528;Amygdala;0.36313246162592383;61.91930232165088
118528;GreyMatter;0.7030286722317873;20.85665361461421
118528;Hippocampus;0.3638120545959657;76.64202502543888
118528;Thalamus;0.70174612685098;68.01470429252781
118528;WhiteMatter;0.820349068223367;19.697715603592208
118528-PP;Amygdala;0.36313246162592383;61.91930232165088
118528-PP;GreyMatter;0.7030286722317873;20.85665361461421
118528-PP;Hippocampus;0.3638120545959657;76.64202502543888
118528-PP;Thalamus;0.70174612685098;68.01470429252781
118528-PP;WhiteMatter;0.820349068223367;19.697715603592208
118730;Amygdala;0.44850860004354454;74.18894796396563
118730;GreyMatter;0.7126965564438524;19.339079605813716
118730;Hippocampus;0.3378923026098447;71.28113354878694
118730;Thalamus;0.7186246418338109;68.65129277733959
118730;WhiteMatter;0.8075577769283167;18.681541692269406
118730-PP;Amygdala;0.44850860004354454;74.18894796396563
118730-PP;GreyMatter;0.7126965564438524;19.339079605813716
118730-PP;Hippocampus;0.3378923026098447;71.28113354878694
118730-PP;Thalamus;0.7186246418338109;68.65129277733959
118730-PP;WhiteMatter;0.8075577769283167;18.681541692269406
118932;Amygdala;0.4220383275261324;72.40856302952021
118932;GreyMatter;0.7168419762232805;19.1049731745428
118932;Hippocampus;0.3472342584177041;53.14132102234569
118932;Thalamus;0.7232987538331049;43.60045871318328
118932;WhiteMatter;0.8297800707110127;21.42428528562855
118932-PP;Amygdala;0.4220383275261324;72.40856302952021
118932-PP;GreyMatter;0.7168419762232805;19.1049731745428
118932-PP;Hippocampus;0.3472342584177041;53.14132102234569
118932-PP;Thalamus;0.7232987538331049;43.60045871318328
118932-PP;WhiteMatter;0.8297800707110127;21.42428528562855
120111;Amygdala;0.42029936974789917;51.07837115648854
120111;GreyMatter;0.6990192576925531;18.627936010197157
120111;Hippocampus;0.35450616633287657;55.65069631190611
120111;Thalamus;0.6816569520214067;63.53739056650029
120111;WhiteMatter;0.8444663267454373;23.62202362203543
120111-PP;Amygdala;0.42029936974789917;51.07837115648854
120111-PP;GreyMatter;0.6990192576925531;18.627936010197157
120111-PP;Hippocampus;0.35450616633287657;55.65069631190611
120111-PP;Thalamus;0.6816569520214067;63.53739056650029
120111-PP;WhiteMatter;0.8444663267454373;23.62202362203543
122317;Amygdala;0.48389890559798443;55.95533933415113
122317;GreyMatter;0.7164136479347757;18.867962264113206
122317;Hippocampus;0.3628223406117906;68.10286337592568
122317;Thalamus;0.7380803464036565;66.6783323126786
122317;WhiteMatter;0.8294336770874131;21.633307652783937
122317-PP;Amygdala;0.48389890559798443;55.95533933415113
122317-PP;GreyMatter;0.7164136479347757;18.867962264113206
122317-PP;Hippocampus;0.3628223406117906;68.10286337592568
122317-PP;Thalamus;0.7380803464036565;66.6783323126786
122317-PP;WhiteMatter;0.8294336770874131;21.633307652783937
122620;Amygdala;0.4641053787047201;76.19711280619497
122620;GreyMatter;0.7196594996238419;20.71231517720798
122620;Hippocampus;0.35755763563875886;72.61542535852834
122620;Thalamus;0.7368186874304783;62.369864518050704
122620;WhiteMatter;0.7992225103207428;25.019992006393608
122620-PP;Amygdala;0.4641053787047201;76.19711280619497
122620-PP;GreyMatter;0.7196594996238419;20.71231517720798
122620-PP;Hippocampus;0.35755763563875886;72.61542535852834
122620-PP;Thalamus;0.7368186874304783;62.369864518050704
122620-PP;WhiteMatter;0.7992225103207428;25.019992006393608
123117;Amygdala;0.4047819971870605;51.58488150611572
123117;GreyMatter;0.7033851071211233;21.908902300206645
123117;Hippocampus;0.35294859400613676;69.1158447825099
123117;Thalamus;0.702980118169664;66.47555941848101
123117;WhiteMatter;0.8389598379084472;20.248456731316587
123117-PP;Amygdala;0.4047819971870605;51.58488150611572
123117-PP;GreyMatter;0.7033851071211233;21.908902300206645
123117-PP;Hippocampus;0.35294859400613676;69.1158447825099
123117-PP;Thalamus;0.702980118169664;66.47555941848101
123117-PP;WhiteMatter;0.8389598379084472;20.248456731316587
123925;Amygdala;0.4602679962605173;74.54528824815154
123925;GreyMatter;0.6967295491100988;19.235384061671343
123925;Hippocampus;0.37411688451982283;69.40461079784254
123925;Thalamus;0.7496808488374527;64.19501538281614
123925;WhiteMatter;0.8231546720132772;18.138357147217054
123925-PP;Amygdala;0.4602679962605173;74.54528824815154
123925-PP;GreyMatter;0.6967295491100988;19.235384061671343
123925-PP;Hippocampus;0.37411688451982283;69.40461079784254
123925-PP;Thalamus;0.7496808488374527;64.19501538281614
123925-PP;WhiteMatter;0.8231546720132772;18.138357147217054
124422;Amygdala;0.5220329024676851;68.9129886160802
124422;GreyMatter;0.6946742600039505;20.808652046684813
124422;Hippocampus;0.37177493138151874;57.56735185849702
124422;Thalamus;0.7729459616502034;64.87680633323437
124422;WhiteMatter;0.7769747511123253;18.05547008526779
124422-PP;Amygdala;0.5220329024676851;68.9129886160802
124422-PP;GreyMatter;0.6946742600039505;20.808652046684813
124422-PP;Hippocampus;0.37177493138151874;57.56735185849702
