SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.31186179436131267;16.673332000533065
117122;GreyMatter;0.38883557788620665;37.57658845611187
117122;Hippocampus;0.26291018433782193;26.49528259898354
117122;Thalamus;0.5892295244088825;46.84015371452148
117122;WhiteMatter;0.4945948069215519;32.0
117122-PP;Amygdala;0.31186179436131267;16.673332000533065
117122-PP;GreyMatter;0.38883557788620665;37.57658845611187
117122-PP;Hippocampus;0.26291018433782193;26.49528259898354
117122-PP;Thalamus;0.5892295244088825;46.84015371452148
117122-PP;WhiteMatter;0.4945948069215519;32.0
118528;Amygdala;0.25594289720221786;18.681541692269406
118528;GreyMatter;0.4017880367902365;38.535697735995385
118528;Hippocampus;0.2596127624761385;26.324893162176366
118528;Thalamus;0.5547362650964582;39.66106403010388
118528;WhiteMatter;0.49525507475902847;35.0
118528-PP;Amygdala;0.25594289720221786;18.681541692269406
118528-PP;GreyMatter;0.4017880367902365;38.535697735995385
118528-PP;Hippocampus;0.2596127624761385;26.324893162176366
118528-PP;Thalamus;0.5547362650964582;39.66106403010388
118528-PP;WhiteMatter;0.49525507475902847;35.0
118730;Amygdala;0.33731135947464796;18.384776310850235
118730;GreyMatter;0.3994773344054679;39.44616584663204
118730;Hippocampus;0.21280839723362163;26.68332812825267
118730;Thalamus;0.5428576594167526;39.370039370059054
118730;WhiteMatter;0.4607330055583649;32.202484376209235
118730-PP;Amygdala;0.33731135947464796;18.384776310850235
118730-PP;GreyMatter;0.3994773344054679;39.44616584663204
118730-PP;Hippocampus;0.21280839723362163;26.68332812825267
118730-PP;Thalamus;0.5428576594167526;39.370039370059054
118730-PP;WhiteMatter;0.4607330055583649;32.202484376209235
118932;Amygdala;0.31524249422632794;17.146428199482248
118932;GreyMatter;0.4100680509156181;38.691084244306204
118932;Hippocampus;0.2527599758654991;26.324893162176366
118932;Thalamus;0.5841682841105807;37.8021163428716
118932;WhiteMatter;0.5001945084437621;33.0
118932-PP;Amygdala;0.31524249422632794;17.146428199482248
118932-PP;GreyMatter;0.4100680509156181;38.691084244306204
118932-PP;Hippocampus;0.2527599758654991;26.324893162176366
118932-PP;Thalamus;0.5841682841105807;37.8021163428716
118932-PP;WhiteMatter;0.5001945084437621;33.0
120111;Amygdala;0.32361230241391986;16.911534525287763
120111;GreyMatter;0.3727936595955128;38.3275357934736
120111;Hippocampus;0.25323529411764706;27.440845468024488
120111;Thalamus;0.5382359736266861;40.17461885320133
120111;WhiteMatter;0.5175088362559926;34.0
120111-PP;Amygdala;0.32361230241391986;16.911534525287763
120111-PP;GreyMatter;0.3727936595955128;38.3275357934736
120111-PP;Hippocampus;0.25323529411764706;27.440845468024488
120111-PP;Thalamus;0.5382359736266861;40.17461885320133
120111-PP;WhiteMatter;0.5175088362559926;34.0
122317;Amygdala;0.34244676830036536;17.804493814764857
122317;GreyMatter;0.3913939499559476;38.948684188300895
122317;Hippocampus;0.22319917714589071;27.730849247724095
122317;Thalamus;0.5535995315302127;38.67815921162743
122317;WhiteMatter;0.5130358156268385;31.78049716414141
122317-PP;Amygdala;0.34244676830036536;17.804493814764857
122317-PP;GreyMatter;0.3913939499559476;38.948684188300895
122317-PP;Hippocampus;0.22319917714589071;27.730849247724095
122317-PP;Thalamus;0.5535995315302127;38.67815921162743
122317-PP;WhiteMatter;0.5130358156268385;31.78049716414141
122620;Amygdala;0.32388513303975686;18.627936010197157
122620;GreyMatter;0.4030642389997759;38.535697735995385
122620;Hippocampus;0.24850645596454038;28.0
122620;Thalamus;0.5665153878882428;36.59234892706397
122620;WhiteMatter;0.4688252199798477;33.24154027718932
122620-PP;Amygdala;0.32388513303975686;18.627936010197157
122620-PP;GreyMatter;0.4030642389997759;38.535697735995385
122620-PP;Hippocampus;0.24850645596454038;28.0
122620-PP;Thalamus;0.5665153878882428;36.59234892706397
122620-PP;WhiteMatter;0.4688252199798477;33.24154027718932
123117;Amygdala;0.3057268162461069;24.331050121192877
123117;GreyMatter;0.39187049069322183;37.0
123117;Hippocampus;0.26053888906945755;27.367864366808018
123117;Thalamus;0.5501898497245842;40.80441152620633
123117;WhiteMatter;0.5220106746979708;32.31098884280702
123117-PP;Amygdala;0.3057268162461069;24.331050121192877
123117-PP;GreyMatter;0.39187049069322183;37.0
123117-PP;Hippocampus;0.26053888906945755;27.367864366808018
123117-PP;Thalamus;0.5501898497245842;40.80441152620633
123117-PP;WhiteMatter;0.5220106746979708;32.31098884280702
123925;Amygdala;0.31231570362005145;17.146428199482248
123925;GreyMatter;0.3774026194023105;36.24913792078372
123925;Hippocampus;0.26656279417015616;25.787593916455254
123925;Thalamus;0.5711842518585739;38.535697735995385
123925;WhiteMatter;0.5118937994271582;32.0
123925-PP;Amygdala;0.31231570362005145;17.146428199482248
123925-PP;GreyMatter;0.3774026194023105;36.24913792078372
123925-PP;Hippocampus;0.26656279417015616;25.787593916455254
123925-PP;Thalamus;0.5711842518585739;38.535697735995385
123925-PP;WhiteMatter;0.5118937994271582;32.0
124422;Amygdala;0.37833517767121605;14.2828568570857
124422;GreyMatter;0.3805039584109131;37.76241517699841
124422;Hippocampus;0.25176780402165255;28.178005607210743
124422;Thalamus;0.587945224918405;38.742741255621034
124422;WhiteMatter;0.4589618225319879;33.0
124422-PP;Amygdala;0.37833517767121605;14.2828568570857
124422-PP;GreyMatter;0.3805039584109131;37.76241517699841
124422-PP;Hippocampus;0.25176780402165255;28.178005607210743
124422-PP;Thalamus;0.587945224918405;38.742741255621034
124422-PP;WhiteMatter;0.4589618225319879;33.0
