SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.4408230452674897;89.92218858546538
117122;GreyMatter;0.7060435495896409;20.248456731316587
117122;Hippocampus;0.4018264840182648;49.20365840057018
117122;Thalamus;0.708420320111343;70.18546858146635
117122;WhiteMatter;0.8159776634858753;17.72004514666935
117122-PP;Amygdala;0.4408230452674897;89.92218858546538
117122-PP;GreyMatter;0.7060435495896409;20.248456731316587
117122-PP;Hippocampus;0.4018264840182648;49.20365840057018
117122-PP;Thalamus;0.708420320111343;70.18546858146635
117122-PP;WhiteMatter;0.8159776634858753;17.72004514666935
118528;Amygdala;0.37042406669083;24.779023386727733
118528;GreyMatter;0.7030356429020126;21.18962010041709
118528;Hippocampus;0.3823950783751896;60.96720429870473
118528;Thalamus;0.679119690477181;72.09022125087424
118528;WhiteMatter;0.8219746479791159;18.05547008526779
118528-PP;Amygdala;0.37042406669083;24.779023386727733
118528-PP;GreyMatter;0.7030356429020126;21.18962010041709
118528-PP;Hippocampus;0.3823950783751896;60.96720429870473
118528-PP;Thalamus;0.679119690477181;72.09022125087424
118528-PP;WhiteMatter;0.8219746479791159;18.05547008526779
118730;Amygdala;0.4568512903941433;30.331501776206203
118730;GreyMatter;0.7118246389249;20.639767440550294
118730;Hippocampus;0.3480909090909091;62.23343153000644
118730;Thalamus;0.7031522699360065;70.26378868236469
118730;WhiteMatter;0.8084639637297217;18.466185312619388
118730-PP;Amygdala;0.4568512903941433;30.331501776206203
118730-PP;GreyMatter;0.7118246389249;20.639767440550294
118730-PP;Hippocampus;0.3480909090909091;62.23343153000644
118730-PP;Thalamus;0.7031522699360065;70.26378868236469
118730-PP;WhiteMatter;0.8084639637297217;18.466185312619388
118932;Amygdala;0.427217282680579;37.66961640367472
118932;GreyMatter;0.7155375266983459;19.79898987322333
118932;Hippocampus;0.36076504649938584;55.98214000911362
118932;Thalamus;0.7022344593879064;70.26378868236469
118932;WhiteMatter;0.8301888483486188;20.223748416156685
118932-PP;Amygdala;0.427217282680579;37.66961640367472
118932-PP;GreyMatter;0.7155375266983459;19.79898987322333
118932-PP;Hippocampus;0.36076504649938584;55.98214000911362
118932-PP;Thalamus;0.7022344593879064;70.26378868236469
118932-PP;WhiteMatter;0.8301888483486188;20.223748416156685
120111;Amygdala;0.42660091957086693;91.37833441248533
120111;GreyMatter;0.6989723917525321;18.867962264113206
120111;Hippocampus;0.36655316919853326;72.69800547470336
120111;Thalamus;0.6707105365275821;68.73136110975832
120111;WhiteMatter;0.846752287326495;18.547236990991408
120111-PP;Amygdala;0.42660091957086693;91.37833441248533
120111-PP;GreyMatter;0.6989723917525321;18.867962264113206
120111-PP;Hippocampus;0.36655316919853326;72.69800547470336
120111-PP;Thalamus;0.6707105365275821;68.73136110975832
120111-PP;WhiteMatter;0.846752287326495;18.547236990991408
122317;Amygdala;0.4916326367203139;94.39279633531363
122317;GreyMatter;0.7175884949352955;21.283796653792763
122317;Hippocampus;0.37795030249526135;72.3671196055225
122317;Thalamus;0.7206099706744868;63.00793600809346
122317;WhiteMatter;0.8309861596794691;18.275666882497067
122317-PP;Amygdala;0.4916326367203139;94.39279633531363
122317-PP;GreyMatter;0.7175884949352955;21.283796653792763
122317-PP;Hippocampus;0.37795030249526135;72.3671196055225
122317-PP;Thalamus;0.7206099706744868;63.00793600809346
122317-PP;WhiteMatter;0.8309861596794691;18.275666882497067
122620;Amygdala;0.4702553793462884;26.43860813280457
122620;GreyMatter;0.7181206042335582;21.37755832643195
122620;Hippocampus;0.37267784322609876;62.42595614005443
122620;Thalamus;0.7211965924271292;71.31619731870173
122620;WhiteMatter;0.8029036983068084;18.24828759089466
122620-PP;Amygdala;0.4702553793462884;26.43860813280457
122620-PP;GreyMatter;0.7181206042335582;21.37755832643195
122620-PP;Hippocampus;0.37267784322609876;62.42595614005443
122620-PP;Thalamus;0.7211965924271292;71.31619731870173
122620-PP;WhiteMatter;0.8029036983068084;18.24828759089466
123117;Amygdala;0.41131913677290266;80.61637550770935
123117;GreyMatter;0.7034898271700599;21.908902300206645
123117;Hippocampus;0.36720407761468293;71.17583859709698
123117;Thalamus;0.688562727349632;61.18823416311342
123117;WhiteMatter;0.8423206081957836;19.467922333931785
123117-PP;Amygdala;0.41131913677290266;80.61637550770935
123117-PP;GreyMatter;0.7034898271700599;21.908902300206645
123117-PP;Hippocampus;0.36720407761468293;71.17583859709698
123117-PP;Thalamus;0.688562727349632;61.18823416311342
123117-PP;WhiteMatter;0.8423206081957836;19.467922333931785
123925;Amygdala;0.46789937306562973;86.98275691193054
123925;GreyMatter;0.7002826212356591;19.672315572906
123925;Hippocampus;0.3910546584690224;65.18435395092905
123925;Thalamus;0.7335609018253173;69.00724599634447
123925;WhiteMatter;0.8256241174675069;17.578395831246947
123925-PP;Amygdala;0.46789937306562973;86.98275691193054
123925-PP;GreyMatter;0.7002826212356591;19.672315572906
123925-PP;Hippocampus;0.3910546584690224;65.18435395092905
123925-PP;Thalamus;0.7335609018253173;69.00724599634447
123925-PP;WhiteMatter;0.8256241174675069;17.578395831246947
124422;Amygdala;0.5298172010788134;23.366642891095847
124422;GreyMatter;0.6951482809955489;21.213203435596427
124422;Hippocampus;0.3866555063972259;71.03520254071216
124422;Thalamus;0.7575115606278048;64.01562309311689
124422;WhiteMatter;0.7784669825710276;16.64331697709324
124422-PP;Amygdala;0.5298172010788134;23.366642891095847
124422-PP;GreyMatter;0.6951482809955489;21.213203435596427
124422-PP;Hippocampus;0.3866555063972259;71.03520254071216
124422-PP;Thalamus;0.7575115606278048;64.01562309311689
124422-PP;WhiteMatter;0.7784669825710276;16.64331697709324
