SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.44075049374588543;65.5286197016235
117122;GreyMatter;0.7100103578493605;20.248456731316587
117122;Hippocampus;0.3923534326011106;57.905094767213704
117122;Thalamus;0.7175457775348456;70.07139216541941
117122;WhiteMatter;0.8141866896336012;18.275666882497067
117122-PP;Amygdala;0.44075049374588543;65.5286197016235
117122-PP;GreyMatter;0.7100103578493605;20.248456731316587
117122-PP;Hippocampus;0.3923534326011106;57.905094767213704
117122-PP;Thalamus;0.7175457775348456;70.07139216541941
117122-PP;WhiteMatter;0.8141866896336012;18.275666882497067
118528;Amygdala;0.37077917362573526;87.13782186857783
118528;GreyMatter;0.7061390510776551;20.92844953645635
118528;Hippocampus;0.37316439921071765;64.50581369148055
118528;Thalamus;0.6882530442784686;69.89992846920518
118528;WhiteMatter;0.8227416225088052;21.213203435596427
118528-PP;Amygdala;0.37077917362573526;87.13782186857783
118528-PP;GreyMatter;0.7061390510776551;20.92844953645635
118528-PP;Hippocampus;0.37316439921071765;64.50581369148055
118528-PP;Thalamus;0.6882530442784686;69.89992846920518
118528-PP;WhiteMatter;0.8227416225088052;21.213203435596427
118730;Amygdala;0.4575957336493593;22.22611077089287
118730;GreyMatter;0.7149648394181503;19.026297590440446
118730;Hippocampus;0.345411999909126;68.58571279792899
118730;Thalamus;0.715930140248743;69.74955196988724
118730;WhiteMatter;0.8103838298200317;18.466185312619388
118730-PP;Amygdala;0.4575957336493593;22.22611077089287
118730-PP;GreyMatter;0.7149648394181503;19.026297590440446
118730-PP;Hippocampus;0.345411999909126;68.58571279792899
118730-PP;Thalamus;0.715930140248743;69.74955196988724
118730-PP;WhiteMatter;0.8103838298200317;18.466185312619388
118932;Amygdala;0.4271858927259368;62.42595614005443
118932;GreyMatter;0.7212614329905527;19.6468827043885
118932;Hippocampus;0.35310618647907993;70.46275611981126
118932;Thalamus;0.7090027280994241;68.11754546370561
118932;WhiteMatter;0.8312459690656819;22.22611077089287
118932-PP;Amygdala;0.4271858927259368;62.42595614005443
118932-PP;GreyMatter;0.7212614329905527;19.6468827043885
118932-PP;Hippocampus;0.35310618647907993;70.46275611981126
118932-PP;Thalamus;0.7090027280994241;68.11754546370561
118932-PP;WhiteMatter;0.8312459690656819;22.22611077089287
120111;Amygdala;0.42697078831532614;94.17536832951598
120111;GreyMatter;0.7035720526528834;19.05255888325765
120111;Hippocampus;0.36038407595209837;73.10950690573696
120111;Thalamus;0.6797004991680532;66.64082832618455
120111;WhiteMatter;0.8462357148501667;24.289915602982237
120111-PP;Amygdala;0.42697078831532614;94.17536832951598
120111-PP;GreyMatter;0.7035720526528834;19.05255888325765
120111-PP;Hippocampus;0.36038407595209837;73.10950690573696
120111-PP;Thalamus;0.6797004991680532;66.64082832618455
120111-PP;WhiteMatter;0.8462357148501667;24.289915602982237
122317;Amygdala;0.4916326367203139;95.2732911156112
122317;GreyMatter;0.7209589000201688;19.621416870348583
122317;Hippocampus;0.3701664500012745;71.42828571371429
122317;Thalamus;0.7330926824603763;73.348483283569
122317;WhiteMatter;0.8309439936944941;18.681541692269406
122317-PP;Amygdala;0.4916326367203139;95.2732911156112
122317-PP;GreyMatter;0.7209589000201688;19.621416870348583
122317-PP;Hippocampus;0.3701664500012745;71.42828571371429
122317-PP;Thalamus;0.7330926824603763;73.348483283569
122317-PP;WhiteMatter;0.8309439936944941;18.681541692269406
122620;Amygdala;0.47120262608176666;22.135943621178654
122620;GreyMatter;0.7232569564182342;20.346989949375804
122620;Hippocampus;0.36477482897698155;64.57553716385176
122620;Thalamus;0.7302034428794992;68.58571279792899
122620;WhiteMatter;0.803001734242881;28.0178514522438
122620-PP;Amygdala;0.47120262608176666;22.135943621178654
122620-PP;GreyMatter;0.7232569564182342;20.346989949375804
122620-PP;Hippocampus;0.36477482897698155;64.57553716385176
122620-PP;Thalamus;0.7302034428794992;68.58571279792899
122620-PP;WhiteMatter;0.803001734242881;28.0178514522438
123117;Amygdala;0.4089779103629519;90.55937278934744
123117;GreyMatter;0.7074438748679974;21.908902300206645
123117;Hippocampus;0.35693019470088033;72.11102550927978
123117;Thalamus;0.6961526026511478;72.3671196055225
123117;WhiteMatter;0.8427154888624221;22.516660498395403
123117-PP;Amygdala;0.4089779103629519;90.55937278934744
123117-PP;GreyMatter;0.7074438748679974;21.908902300206645
123117-PP;Hippocampus;0.35693019470088033;72.11102550927978
123117-PP;Thalamus;0.6961526026511478;72.3671196055225
123117-PP;WhiteMatter;0.8427154888624221;22.516660498395403
123925;Amygdala;0.4667775401916528;91.92388155425118
123925;GreyMatter;0.7029270735322648;19.235384061671343
123925;Hippocampus;0.38153371529308067;68.93475175845634
123925;Thalamus;0.7429843356701545;68.68769904429759
123925;WhiteMatter;0.8268783767891361;21.0
123925-PP;Amygdala;0.4667775401916528;91.92388155425118
123925-PP;GreyMatter;0.7029270735322648;19.235384061671343
123925-PP;Hippocampus;0.38153371529308067;68.93475175845634
123925-PP;Thalamus;0.7429843356701545;68.68769904429759
123925-PP;WhiteMatter;0.8268783767891361;21.0
124422;Amygdala;0.5297159559319493;23.366642891095847
124422;GreyMatter;0.6991576231542215;20.808652046684813
124422;Hippocampus;0.37958637526702504;74.02702209328699
124422;Thalamus;0.7692522062238737;67.14908785679818
124422;WhiteMatter;0.777283111009295;25.019992006393608
124422-PP;Amygdala;0.5297159559319493;23.366642891095847
124422-PP;GreyMatter;0.6991576231542215;20.808652046684813
124422-PP;Hippocampus;0.37958637526702504;74.02702209328699
