SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.4336171288881396;20.904544960366874
117122;GreyMatter;0.7087859491405503;20.248456731316587
117122;Hippocampus;0.4010168414362885;42.43819034784589
117122;Thalamus;0.7284495852319196;71.40728254176881
117122;WhiteMatter;0.8020446153968138;19.339079605813716
117122-PP;Amygdala;0.4336171288881396;20.904544960366874
117122-PP;GreyMatter;0.7087859491405503;20.248456731316587
117122-PP;Hippocampus;0.4010168414362885;42.43819034784589
117122-PP;Thalamus;0.7284495852319196;71.40728254176881
117122-PP;WhiteMatter;0.8020446153968138;19.339079605813716
