SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.0;90.12768719988325
117122;GreyMatter;0.6834497467227061;20.322401432901575
117122;Hippocampus;0.029496428444507623;90.96153033013462
117122;Thalamus;0.03752131893121091;71.37226352022192
117122;WhiteMatter;0.7917207194650828;19.026297590440446
117122-PP;Amygdala;0.0;90.12768719988325
117122-PP;GreyMatter;0.6834497467227061;20.322401432901575
117122-PP;Hippocampus;0.029496428444507623;90.96153033013462
117122-PP;Thalamus;0.03752131893121091;71.37226352022192
117122-PP;WhiteMatter;0.7917207194650828;19.026297590440446
